U+1F4D2|emoji number: 1193|ledger
U+1F4DC|emoji number: 1195|scroll
U+1F4F0|emoji number: 1197|newspaper
U+1F4D1|emoji number: 1199|bookmark tabs
U+1F3F7|emoji number: 1201|label
U+1FA99|emoji number: 1203|coin
U+1F4B5|emoji number: 1205|dollar banknote
U+1F4B7|emoji number: 1207|pound banknote
U+1F4B3|emoji number: 1209|credit card
U+1F4B9|emoji number: 1211|chart increasing with yen
U+1F4E7|emoji number: 1213|e-mail
U+1F4E9|emoji number: 1215|envelope with arrow
U+1F4E5|emoji number: 1217|inbox tray
U+1F4EB|emoji number: 1219|closed mailbox with raised flag
U+1F4EC|emoji number: 1221|open mailbox with raised flag
U+1F4EE|emoji number: 1223|postbox
U+270F|emoji number: 1225|pencil
U+1F58B|emoji number: 1227|fountain pen
U+1F58C|emoji number: 1229|paintbrush
U+1F4DD|emoji number: 1231|memo
U+1F4C1|emoji number: 1233|file folder
U+1F5C2|emoji number: 1235|card index dividers
U+1F4C6|emoji number: 1237|tear-off calendar
U+1F5D3|emoji number: 1239|spiral calendar
U+1F4C8|emoji number: 1241|chart increasing
U+1F4CA|emoji number: 1243|bar chart
U+1F4CC|emoji number: 1245|pushpin
U+1F4CE|emoji number: 1247|paperclip
U+1F4CF|emoji number: 1249|straight ruler
U+2702|emoji number: 1251|scissors
U+1F5C4|emoji number: 1253|file cabinet
U+1F512|emoji number: 1255|locked
U+1F50F|emoji number: 1257|locked with pen
U+1F511|emoji number: 1259|key
U+1F528|emoji number: 1261|hammer
U+26CF|emoji number: 1263|pick
U+1F6E0|emoji number: 1265|hammer and wrench
U+2694|emoji number: 1267|crossed swords
U+1FA83|emoji number: 1269|boomerang
U+1F6E1|emoji number: 1271|shield
U+1F527|emoji number: 1273|wrench
U+1F529|emoji number: 1275|nut and bolt
U+1F5DC|emoji number: 1277|clamp
U+1F9AF|emoji number: 1279|white cane
U+26D3|emoji number: 1281|chains
U+1F9F0|emoji number: 1283|toolbox
U+1FA9C|emoji number: 1285|ladder
U+1F9EA|emoji number: 1287|test tube
U+1F9EC|emoji number: 1289|dna
U+1F52D|emoji number: 1291|telescope
U+1F489|emoji number: 1293|syringe
U+1F48A|emoji number: 1295|pill
U+1FA7A|emoji number: 1297|stethoscope
U+1F6D7|emoji number: 1299|elevator
U+1FA9F|emoji number: 1301|window
U+1F6CB|emoji number: 1303|couch and lamp
U+1F6BD|emoji number: 1305|toilet
U+1F6BF|emoji number: 1307|shower
U+1FAA4|emoji number: 1309|mouse trap
U+1F9F4|emoji number: 1311|lotion bottle
U+1F9F9|emoji number: 1313|broom
U+1F9FB|emoji number: 1315|roll of paper
U+1F9FC|emoji number: 1317|soap
U+1F9FD|emoji number: 1319|sponge
U+1F6D2|emoji number: 1321|shopping cart
U+26B0|emoji number: 1323|coffin
U+26B1|emoji number: 1325|funeral urn
U+1FAA7|emoji number: 1327|placard
U+1F6AE|emoji number: 1329|litter in bin sign
U+267F|emoji number: 1331|wheelchair symbol
U+1F6BA|emoji number: 1333|women’s room
U+1F6BC|emoji number: 1335|baby symbol
U+1F6C2|emoji number: 1337|passport control
U+1F6C4|emoji number: 1339|baggage claim
U+26A0|emoji number: 1341|warning
U+26D4|emoji number: 1343|no entry
U+1F6B3|emoji number: 1345|no bicycles
U+1F6AF|emoji number: 1347|no littering
U+1F6B7|emoji number: 1349|no pedestrians
U+1F51E|emoji number: 1351|no one under eighteen
U+2623|emoji number: 1353|biohazard
U+2197|emoji number: 1355|up-right arrow
U+2198|emoji number: 1357|down-right arrow
U+2199|emoji number: 1359|down-left arrow
U+2196|emoji number: 1361|up-left arrow
U+2194|emoji number: 1363|left-right arrow
U+21AA|emoji number: 1365|left arrow curving right
U+2935|emoji number: 1367|right arrow curving down
U+1F504|emoji number: 1369|counterclockwise arrows button
U+1F51A|emoji number: 1371|END arrow
U+1F51C|emoji number: 1373|SOON arrow
U+1F6D0|emoji number: 1375|place of worship
U+1F549|emoji number: 1377|om
U+2638|emoji number: 1379|wheel of dharma
U+271D|emoji number: 1381|latin cross
U+262A|emoji number: 1383|star and crescent
U+1F54E|emoji number: 1385|menorah
U+2648|emoji number: 1387|Aries
U+264A|emoji number: 1389|Gemini
U+264C|emoji number: 1391|Leo
U+264E|emoji number: 1393|Libra
U+2650|emoji number: 1395|Sagittarius
U+2652|emoji number: 1397|Aquarius
U+26CE|emoji number: 1399|Ophiuchus
U+1F501|emoji number: 1401|repeat button
U+25B6|emoji number: 1403|play button
U+23ED|emoji number: 1405|next track button
U+25C0|emoji number: 1407|reverse button
U+23EE|emoji number: 1409|last track button
U+23EB|emoji number: 1411|fast up button
U+23EC|emoji number: 1413|fast down button
U+23F9|emoji number: 1415|stop button
U+23CF|emoji number: 1417|eject button
U+1F505|emoji number: 1419|dim button
U+1F4F6|emoji number: 1421|antenna bars
U+1F4F4|emoji number: 1423|mobile phone off
U+2642|emoji number: 1425|male sign
U+2716|emoji number: 1427|multiply
U+2796|emoji number: 1429|minus
U+267E|emoji number: 1431|infinity
U+2049|emoji number: 1433|exclamation question mark
U+2754|emoji number: 1435|white question mark
U+2757|emoji number: 1437|red exclamation mark
U+1F4B1|emoji number: 1439|currency exchange
U+2695|emoji number: 1441|medical symbol
U+269C|emoji number: 1443|fleur-de-lis
U+1F4DB|emoji number: 1445|name badge
U+2B55|emoji number: 1447|hollow red circle
U+2611|emoji number: 1449|check box with check
U+274C|emoji number: 1451|cross mark
U+27B0|emoji number: 1453|curly loop
U+303D|emoji number: 1455|part alternation mark
U+2734|emoji number: 1457|eight-pointed star
U+00A9|emoji number: 1459|copyright
U+2122|emoji number: 1461|trade mark
U+002A U+FE0F U+20E3|emoji number: 1463|keycap: *
U+0031 U+FE0F U+20E3|emoji number: 1465|keycap: 1
U+0033 U+FE0F U+20E3|emoji number: 1467|keycap: 3
U+0035 U+FE0F U+20E3|emoji number: 1469|keycap: 5
U+0037 U+FE0F U+20E3|emoji number: 1471|keycap: 7
U+0039 U+FE0F U+20E3|emoji number: 1473|keycap: 9
U+1F520|emoji number: 1475|input latin uppercase
U+1F522|emoji number: 1477|input numbers
U+1F524|emoji number: 1479|input latin letters
U+1F18E|emoji number: 1481|AB button (blood type)
U+1F191|emoji number: 1483|CL button
U+1F193|emoji number: 1485|FREE button
U+1F194|emoji number: 1487|ID button
U+1F195|emoji number: 1489|NEW button
U+1F17E|emoji number: 1491|O button (blood type)
U+1F17F|emoji number: 1493|P button
U+1F199|emoji number: 1495|UP! button
U+1F201|emoji number: 1497|Japanese “here” button
U+1F237|emoji number: 1499|Japanese “monthly amount” button
U+1F22F|emoji number: 1501|Japanese “reserved” button
U+1F239|emoji number: 1503|Japanese “discount” button
U+1F232|emoji number: 1505|Japanese “prohibited” button
U+1F238|emoji number: 1507|Japanese “application” button
U+1F233|emoji number: 1509|Japanese “vacancy” button
U+3299|emoji number: 1511|Japanese “secret” button
U+1F235|emoji number: 1513|Japanese “no vacancy” button
U+1F7E0|emoji number: 1515|orange circle
U+1F7E2|emoji number: 1517|green circle
U+1F7E3|emoji number: 1519|purple circle
U+26AB|emoji number: 1521|black circle
U+1F7E5|emoji number: 1523|red square
U+1F7E8|emoji number: 1525|yellow square
U+1F7E6|emoji number: 1527|blue square
U+1F7EB|emoji number: 1529|brown square
U+2B1C|emoji number: 1531|white large square
U+25FB|emoji number: 1533|white medium square
U+25FD|emoji number: 1535|white medium-small square
U+25AB|emoji number: 1537|white small square
U+1F537|emoji number: 1539|large blue diamond
U+1F539|emoji number: 1541|small blue diamond
U+1F53B|emoji number: 1543|red triangle pointed down
U+1F518|emoji number: 1545|radio button
U+1F532|emoji number: 1547|black square button
U+1F6A9|emoji number: 1549|triangular flag
U+1F3F4|emoji number: 1551|black flag
U+1F3F3 U+FE0F U+200D U+1F308|emoji number: 1553|rainbow flag
U+1F3F4 U+200D U+2620 U+FE0F|emoji number: 1555|pirate flag
U+1F1E6 U+1F1E9|emoji number: 1557|flag: Andorra
U+1F1E6 U+1F1EB|emoji number: 1559|flag: Afghanistan
U+1F1E6 U+1F1EE|emoji number: 1561|flag: Anguilla
U+1F1E6 U+1F1F2|emoji number: 1563|flag: Armenia
U+1F1E6 U+1F1F6|emoji number: 1565|flag: Antarctica
U+1F1E6 U+1F1F8|emoji number: 1567|flag: American Samoa
U+1F1E6 U+1F1FA|emoji number: 1569|flag: Australia
U+1F1E6 U+1F1FD|emoji number: 1571|flag: Åland Islands
U+1F1E7 U+1F1E6|emoji number: 1573|flag: Bosnia & Herzegovina
U+1F1E7 U+1F1E9|emoji number: 1575|flag: Bangladesh
U+1F1E7 U+1F1EB|emoji number: 1577|flag: Burkina Faso
U+1F1E7 U+1F1ED|emoji number: 1579|flag: Bahrain
U+1F1E7 U+1F1EF|emoji number: 1581|flag: Benin
U+1F1E7 U+1F1F2|emoji number: 1583|flag: Bermuda
U+1F1E7 U+1F1F4|emoji number: 1585|flag: Bolivia
U+1F1E7 U+1F1F7|emoji number: 1587|flag: Brazil
U+1F1E7 U+1F1F9|emoji number: 1589|flag: Bhutan
U+1F1E7 U+1F1FC|emoji number: 1591|flag: Botswana
U+1F1E7 U+1F1FF|emoji number: 1593|flag: Belize
U+1F1E8 U+1F1E8|emoji number: 1595|flag: Cocos (Keeling) Islands
U+1F1E8 U+1F1EB|emoji number: 1597|flag: Central African Republic
U+1F1E8 U+1F1ED|emoji number: 1599|flag: Switzerland
U+1F1E8 U+1F1F0|emoji number: 1601|flag: Cook Islands
U+1F1E8 U+1F1F2|emoji number: 1603|flag: Cameroon
U+1F1E8 U+1F1F4|emoji number: 1605|flag: Colombia
U+1F1E8 U+1F1F7|emoji number: 1607|flag: Costa Rica
U+1F1E8 U+1F1FB|emoji number: 1609|flag: Cape Verde
U+1F1E8 U+1F1FD|emoji number: 1611|flag: Christmas Island
U+1F1E8 U+1F1FF|emoji number: 1613|flag: Czechia
U+1F1E9 U+1F1EC|emoji number: 1615|flag: Diego Garcia
U+1F1E9 U+1F1F0|emoji number: 1617|flag: Denmark
U+1F1E9 U+1F1F4|emoji number: 1619|flag: Dominican Republic
U+1F1EA U+1F1E6|emoji number: 1621|flag: Ceuta & Melilla
U+1F1EA U+1F1EA|emoji number: 1623|flag: Estonia
U+1F1EA U+1F1ED|emoji number: 1625|flag: Western Sahara
U+1F1EA U+1F1F8|emoji number: 1627|flag: Spain
U+1F1EA U+1F1FA|emoji number: 1629|flag: European Union
U+1F1EB U+1F1EF|emoji number: 1631|flag: Fiji
U+1F1EB U+1F1F2|emoji number: 1633|flag: Micronesia
U+1F1EB U+1F1F7|emoji number: 1635|flag: France
U+1F1EC U+1F1E7|emoji number: 1637|flag: United Kingdom
U+1F1EC U+1F1EA|emoji number: 1639|flag: Georgia
U+1F1EC U+1F1EC|emoji number: 1641|flag: Guernsey
U+1F1EC U+1F1EE|emoji number: 1643|flag: Gibraltar
U+1F1EC U+1F1F2|emoji number: 1645|flag: Gambia
U+1F1EC U+1F1F5|emoji number: 1647|flag: Guadeloupe
U+1F1EC U+1F1F7|emoji number: 1649|flag: Greece
U+1F1EC U+1F1F9|emoji number: 1651|flag: Guatemala
U+1F1EC U+1F1FC|emoji number: 1653|flag: Guinea-Bissau
U+1F1ED U+1F1F0|emoji number: 1655|flag: Hong Kong SAR China
U+1F1ED U+1F1F3|emoji number: 1657|flag: Honduras
U+1F1ED U+1F1F9|emoji number: 1659|flag: Haiti
U+1F1EE U+1F1E8|emoji number: 1661|flag: Canary Islands
U+1F1EE U+1F1EA|emoji number: 1663|flag: Ireland
U+1F1EE U+1F1F2|emoji number: 1665|flag: Isle of Man
U+1F1EE U+1F1F4|emoji number: 1667|flag: British Indian Ocean Territory
U+1F1EE U+1F1F7|emoji number: 1669|flag: Iran
U+1F1EE U+1F1F9|emoji number: 1671|flag: Italy
U+1F1EF U+1F1F2|emoji number: 1673|flag: Jamaica
U+1F1EF U+1F1F5|emoji number: 1675|flag: Japan
U+1F1F0 U+1F1EC|emoji number: 1677|flag: Kyrgyzstan
U+1F1F0 U+1F1EE|emoji number: 1679|flag: Kiribati
U+1F1F0 U+1F1F3|emoji number: 1681|flag: St. Kitts & Nevis
U+1F1F0 U+1F1F7|emoji number: 1683|flag: South Korea
U+1F1F0 U+1F1FE|emoji number: 1685|flag: Cayman Islands
U+1F1F1 U+1F1E6|emoji number: 1687|flag: Laos
U+1F1F1 U+1F1E8|emoji number: 1689|flag: St. Lucia
U+1F1F1 U+1F1F0|emoji number: 1691|flag: Sri Lanka
U+1F1F1 U+1F1F8|emoji number: 1693|flag: Lesotho
U+1F1F1 U+1F1FA|emoji number: 1695|flag: Luxembourg
U+1F1F1 U+1F1FE|emoji number: 1697|flag: Libya
U+1F1F2 U+1F1E8|emoji number: 1699|flag: Monaco
U+1F1F2 U+1F1EA|emoji number: 1701|flag: Montenegro
U+1F1F2 U+1F1EC|emoji number: 1703|flag: Madagascar
U+1F1F2 U+1F1F0|emoji number: 1705|flag: North Macedonia
U+1F1F2 U+1F1F2|emoji number: 1707|flag: Myanmar (Burma)
U+1F1F2 U+1F1F4|emoji number: 1709|flag: Macao SAR China
U+1F1F2 U+1F1F6|emoji number: 1711|flag: Martinique
U+1F1F2 U+1F1F8|emoji number: 1713|flag: Montserrat
U+1F1F2 U+1F1FA|emoji number: 1715|flag: Mauritius
U+1F1F2 U+1F1FC|emoji number: 1717|flag: Malawi
U+1F1F2 U+1F1FE|emoji number: 1719|flag: Malaysia
U+1F1F3 U+1F1E6|emoji number: 1721|flag: Namibia
U+1F1F3 U+1F1EA|emoji number: 1723|flag: Niger
U+1F1F3 U+1F1EC|emoji number: 1725|flag: Nigeria
U+1F1F3 U+1F1F1|emoji number: 1727|flag: Netherlands
U+1F1F3 U+1F1F5|emoji number: 1729|flag: Nepal
U+1F1F3 U+1F1FA|emoji number: 1731|flag: Niue
U+1F1F4 U+1F1F2|emoji number: 1733|flag: Oman
U+1F1F5 U+1F1EA|emoji number: 1735|flag: Peru
U+1F1F5 U+1F1EC|emoji number: 1737|flag: Papua New Guinea
U+1F1F5 U+1F1F0|emoji number: 1739|flag: Pakistan
U+1F1F5 U+1F1F2|emoji number: 1741|flag: St. Pierre & Miquelon
U+1F1F5 U+1F1F7|emoji number: 1743|flag: Puerto Rico
U+1F1F5 U+1F1F9|emoji number: 1745|flag: Portugal
U+1F1F5 U+1F1FE|emoji number: 1747|flag: Paraguay
U+1F1F7 U+1F1EA|emoji number: 1749|flag: Réunion
U+1F1F7 U+1F1F8|emoji number: 1751|flag: Serbia
U+1F1F7 U+1F1FC|emoji number: 1753|flag: Rwanda
U+1F1F8 U+1F1E7|emoji number: 1755|flag: Solomon Islands
U+1F1F8 U+1F1E9|emoji number: 1757|flag: Sudan
U+1F1F8 U+1F1EC|emoji number: 1759|flag: Singapore
U+1F1F8 U+1F1EE|emoji number: 1761|flag: Slovenia
U+1F1F8 U+1F1F0|emoji number: 1763|flag: Slovakia
U+1F1F8 U+1F1F2|emoji number: 1765|flag: San Marino
U+1F1F8 U+1F1F4|emoji number: 1767|flag: Somalia
U+1F1F8 U+1F1F8|emoji number: 1769|flag: South Sudan
U+1F1F8 U+1F1FB|emoji number: 1771|flag: El Salvador
U+1F1F8 U+1F1FE|emoji number: 1773|flag: Syria
U+1F1F9 U+1F1E6|emoji number: 1775|flag: Tristan da Cunha
U+1F1F9 U+1F1E9|emoji number: 1777|flag: Chad
U+1F1F9 U+1F1EC|emoji number: 1779|flag: Togo
U+1F1F9 U+1F1EF|emoji number: 1781|flag: Tajikistan
U+1F1F9 U+1F1F1|emoji number: 1783|flag: Timor-Leste
U+1F1F9 U+1F1F3|emoji number: 1785|flag: Tunisia
U+1F1F9 U+1F1F7|emoji number: 1787|flag: Turkey
U+1F1F9 U+1F1FB|emoji number: 1789|flag: Tuvalu
U+1F1F9 U+1F1FF|emoji number: 1791|flag: Tanzania
U+1F1FA U+1F1EC|emoji number: 1793|flag: Uganda
U+1F1FA U+1F1F3|emoji number: 1795|flag: United Nations
U+1F1FA U+1F1FE|emoji number: 1797|flag: Uruguay
U+1F1FB U+1F1E6|emoji number: 1799|flag: Vatican City
U+1F1FB U+1F1EA|emoji number: 1801|flag: Venezuela
U+1F1FB U+1F1EE|emoji number: 1803|flag: U.S. Virgin Islands
U+1F1FB U+1F1FA|emoji number: 1805|flag: Vanuatu
U+1F1FC U+1F1F8|emoji number: 1807|flag: Samoa
U+1F1FE U+1F1EA|emoji number: 1809|flag: Yemen
U+1F1FF U+1F1E6|emoji number: 1811|flag: South Africa
U+1F1FF U+1F1FC|emoji number: 1813|flag: Zimbabwe
U+1F3F4 U+E0065|emoji number: 1814|flag: England
U+1F3F4 U+E0073|emoji number: 1815|flag: Scotland
U+1F3F4 U+E0077|emoji number: 1816|flag: Wales
